SproutLife Genome
V1

seedType : Bentline1 to R-Pentomino
competitiveMode : competitive1
maxLifespan : 75
targetLifespan : 25
minAgeToHaveChildren : 0
mutationRate : 6
sproutDelayedMode : false
primaryHueDegrees : 240
hueRange : 200

Saved Organisms : 20

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1
25, 9, 0
25, 1, 4

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1

lifespan : 26
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1
25, 9, 0
25, 5, 0

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
23, -5, -5
23, -7, -1
25, 1, 8

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
23, -5, -5
23, -7, -1
25, 1, 8

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
23, -5, -5
23, -7, -1
25, 1, 1

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1
24, 1, -3
24, 6, -1
25, 9, 0

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1
23, 3, -5
25, -2, -3

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
23, -5, -5
23, -7, -1

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
23, -5, -5
23, -7, -1
25, 1, 1

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
22, 4, -5
23, -5, -5
23, -7, -1

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
22, 4, -5
23, -5, -5
23, -7, -1
25, 1, 8

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
15, 2, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
23, -5, -5
23, -7, -1
25, 1, 8

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
23, -5, -5
23, -7, -1

lifespan : 25
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
22, 4, -5
23, -5, -5
23, -7, -1
25, 1, 8

lifespan : 26
3, -1, -2
3, 0, -2
8, 0, -3
15, 0, 3
17, -1, 0
21, 5, 2
21, -5, 1
21, -2, 4
22, 4, -5
23, -5, -5
23, -7, -1
25, 1, 8
26, 2, -5
